REPORT_ID,Stats Area,Suburb,Postcode,LGA Name,Total Units,Total Cas,Total Fats,Total SI,Total MI,Year,Month,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Other Feat,Road Surface,Moisture Cond,Weather Cond,DayNight,Crash Type,Unit Resp,Entity Code,CSEF Severity,Traffic Ctrls,DUI Involved,Drugs Involved,ACCLOC_X,ACCLOC_Y,UNIQUE_LOC
2019-2501-27/05/2021,2 Metropolitan,NORTHFIELD,5085,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,March,Friday,3:40 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1331317.33,1679293.52,1.33E+13
2019-2502-27/05/2021,2 Metropolitan,INGLE FARM,5098,CITY OF SALISBURY,4,0,0,0,0,2019,March,Friday,6:01 PM,70,Divided Road,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1332784.27,1681531.63,1.33E+13
2019-2503-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,1,0,0,1,2019,March,Friday,2:00 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1327934.63,1670172.34,1.33E+13
2019-2504-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,March,Friday,6:30 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,Traffic Signals,,,1328466.7,1671134.19,1.33E+13
2019-2505-27/05/2021,2 Metropolitan,GLENELG SOUTH,5045,CITY OF HOLDFAST BAY,2,1,0,0,1,2019,March,Friday,4:00 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,Roundabout,,,1320822.53,1664014.01,1.32E+13
2019-2506-27/05/2021,2 Metropolitan,KILKENNY,5009,CITY OF CHARLES STURT,2,0,0,0,0,2019,March,Friday,6:35 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Stop Sign,,,1324550.61,1676338.68,1.32E+13
2019-2507-27/05/2021,2 Metropolitan,MANNINGHAM,5086,CITY OF PORT ADELAIDE ENFIELD,5,0,0,0,0,2019,March,Friday,4:40 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1330463.89,1675782.02,1.33E+13
2019-2508-27/05/2021,2 Metropolitan,EDINBURGH NORTH,5113,CITY OF PLAYFORD.,2,1,0,0,1,2019,March,Friday,8:20 PM,60,Cross Road,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,1,Driver Rider,2: MI,Roundabout,,,1335231.45,1695330.11,1.34E+13
2019-2509-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,3,0,0,0,0,2019,March,Friday,9:30 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,1,Driver Rider,1: PDO,Traffic Signals,,,1328464.72,1670670.91,1.33E+13
2019-2510-27/05/2021,2 Metropolitan,GUMERACHA,5233,THE ADELAIDE HILLS COUNCIL,2,0,0,0,0,2019,March,Wednesday,7:00 PM,80,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1353595.59,1681494.72,1.35E+13
2019-2511-27/05/2021,2 Metropolitan,MAWSON LAKES,5095,CITY OF SALISBURY,2,0,0,0,0,2019,March,Saturday,12:10 AM,80,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Parked Vehicle,2,Driver Rider,1: PDO,Traffic Signals,,,1331190.78,1682739.34,1.33E+13
2019-2512-27/05/2021,2 Metropolitan,POORAKA,5095,CITY OF SALISBURY,3,1,0,1,0,2019,March,Friday,11:37 PM,80,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,3: SI,No Control,Y,,1331491.99,1683085.67,1.33E+13
2019-2513-27/05/2021,2 Metropolitan,VALLEY VIEW,5093,CITY OF TEA TREE GULLY,2,0,0,0,0,2019,March,Saturday,7:11 AM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Right Angle,2,Driver Rider,1: PDO,Traffic Signals,,,1335285.41,1679409.95,1.34E+13
2019-2514-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,March,Saturday,7:41 AM,25,Not Divided,Straight road,Level,Roadworks,Sealed,Dry,Not Raining,Daylight,Hit Pedestrian,1,Driver Rider,1: PDO,No Control,,,1328679.69,1670924.12,1.33E+13
2019-2515-27/05/2021,2 Metropolitan,GLENELG EAST,5045,CITY OF HOLDFAST BAY,3,0,0,0,0,2019,March,Saturday,8:55 AM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1321023.74,1664741.14,1.32E+13
2019-2516-27/05/2021,3 Country,PORT WAKEFIELD,5550,WAKEFIELD REGIONAL COUNCIL,2,0,0,0,0,2019,March,Monday,10:11 AM,100,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1290466.18,1756838.4,1.29E+13
2019-2517-27/05/2021,2 Metropolitan,ASCOT PARK,5043,CC MARION.                    ,2,0,0,0,0,2019,March,Friday,10:00 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Parked Vehicle,2,Driver Rider,1: PDO,No Control,,,1324971.18,1663846.38,1.32E+13
2019-2518-27/05/2021,2 Metropolitan,GLENGOWRIE,5044,CC MARION.                    ,2,0,0,0,0,2019,March,Saturday,1:50 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Parked Vehicle,2,Driver Rider,1: PDO,No Control,,,1322209.22,1663872.15,1.32E+13
2019-2519-27/05/2021,2 Metropolitan,KENSINGTON,5068,"CC OF NORWOOD,PAYNEHAM & ST PETERS",3,2,0,2,0,2019,March,Saturday,10:06 AM,60,Multiple,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,3: SI,Stop Sign,,,1332511.9,1671079.91,1.33E+13
2019-2520-27/05/2021,2 Metropolitan,HAPPY VALLEY,5159,CITY OF ONKAPARINGA,3,0,0,0,0,2019,March,Friday,6:00 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,2,Driver Rider,1: PDO,No Control,,,1327363.45,1652837.52,1.33E+13
2019-2521-27/05/2021,2 Metropolitan,MAWSON LAKES,5095,CITY OF SALISBURY,2,1,0,0,1,2019,March,Saturday,10:20 AM,80,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,2: MI,Traffic Signals,,Y,1331190.78,1682739.34,1.33E+13
2019-2522-27/05/2021,2 Metropolitan,PARADISE,5075,CC CAMPBELLTOWN.              ,2,0,0,0,0,2019,March,Saturday,10:19 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,1: PDO,Traffic Signals,,,1335624.13,1676678.29,1.34E+13
2019-2523-27/05/2021,2 Metropolitan,DAVOREN PARK,5113,CITY OF PLAYFORD.,2,1,0,0,1,2019,March,Friday,1:50 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,2,Driver Rider,2: MI,No Control,,Y,1335846.09,1696159.2,1.34E+13
2019-2524-27/05/2021,2 Metropolitan,BLACKWOOD,5051,CC MITCHAM.                   ,2,1,0,1,0,2019,March,Saturday,11:30 AM,50,Not Divided,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Pedestrian,2,Pedestrian,3: SI,No Control,,,1329860.22,1659954.16,1.33E+13
2019-2525-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,3,0,0,0,0,2019,March,Saturday,11:20 AM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,Traffic Signals,,,1329495.76,1671170.43,1.33E+13
2019-2526-27/05/2021,2 Metropolitan,LEWISTON,5501,DC MALLALA.                   ,2,1,0,0,1,2019,March,Saturday,11:40 AM,80,Not Divided,Straight road,Level,Not Applicable,Unsealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,2: MI,No Control,,,1326055.93,1705430.85,1.33E+13
2019-2527-27/05/2021,2 Metropolitan,GLYNDE,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2019,March,Saturday,12:13 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1333033.83,1674180.23,1.33E+13
2019-2528-27/05/2021,2 Metropolitan,UPPER HERMITAGE,5131,THE ADELAIDE HILLS COUNCIL,2,0,0,0,0,2019,March,Saturday,2:50 AM,60,Not Divided,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,Y,,1343494.59,1684250.21,1.34E+13
2019-2529-27/05/2021,2 Metropolitan,GLYNDE,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",3,0,0,0,0,2019,March,Saturday,11:50 AM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1332797.07,1674075.26,1.33E+13
2019-2530-27/05/2021,3 Country,TANUNDA,5352,LIGHT REGIONAL COUNCIL,2,1,0,0,1,2019,March,Friday,3:25 PM,90,Not Divided,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Head On,2,Driver Rider,2: MI,No Control,,,1360002.49,1712482.72,1.36E+13
2019-2531-27/05/2021,2 Metropolitan,WESTBOURNE PARK,5041,CC MITCHAM.                   ,3,0,0,0,0,2019,March,Friday,6:00 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1327544.34,1665036.19,1.33E+13
2019-2532-27/05/2021,2 Metropolitan,HAZELWOOD PARK,5066,CITY OF BURNSIDE,2,0,0,0,0,2019,March,Saturday,12:30 PM,60,T-Junction,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1333329.49,1669077.53,1.33E+13
2019-2533-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,1,0,1,0,2019,March,Saturday,11:50 AM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,3: SI,Give Way Sign,,,1327861.05,1670695.02,1.33E+13
2019-2534-27/05/2021,3 Country,RISDON PARK,5540,PT.PIRIE CITY & DIST. COUNCIL ,3,0,0,0,0,2019,March,Saturday,1:15 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,Roundabout,,,1279464.92,1864530.55,1.28E+13
2019-2535-27/05/2021,3 Country,LOCHIEL,5510,WAKEFIELD REGIONAL COUNCIL,1,0,0,0,0,2019,March,Saturday,10:43 AM,100,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,1: PDO,No Control,,Y,1287561.04,1779835.51,1.29E+13
2019-2536-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,March,Saturday,1:30 PM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Traffic Signals,,,1329495.76,1671170.43,1.33E+13
2019-2537-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,March,Saturday,2:00 PM,50,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1329587.56,1670508.12,1.33E+13
2019-2538-27/05/2021,2 Metropolitan,WARRADALE,5046,CC MARION.                    ,2,0,0,0,0,2019,March,Saturday,3:15 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1321923.96,1662965.09,1.32E+13
2019-2539-27/05/2021,3 Country,GLOSSOP,5344,THE BERRI BARMERA COUNCIL,1,0,0,0,0,2019,March,Saturday,2:52 PM,100,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,1: PDO,No Control,,,1512059.88,1735327.93,1.51E+13
2019-2540-27/05/2021,2 Metropolitan,PAYNEHAM,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2019,March,Saturday,4:00 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,2: MI,Traffic Signals,,,1332172.02,1673790.11,1.33E+13
2019-2541-27/05/2021,2 Metropolitan,KURRALTA PARK,5037,CITY OF WEST TORRENS,2,1,0,0,1,2019,March,Saturday,4:19 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,1,Driver Rider,2: MI,No Control,,,1325708.65,1667664.69,1.33E+13
2019-2542-27/05/2021,2 Metropolitan,NORWOOD,5067,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,0,0,0,0,2019,March,Saturday,4:40 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Roundabout,,,1330623.32,1670361.88,1.33E+13
2019-2543-27/05/2021,2 Metropolitan,ST AGNES,5097,CITY OF TEA TREE GULLY,2,0,0,0,0,2019,March,Thursday,8:30 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Right Angle,2,Driver Rider,1: PDO,Roundabout,,,1338614.98,1680677.78,1.34E+13
2019-2544-27/05/2021,2 Metropolitan,NOARLUNGA CENTRE,5168,CITY OF ONKAPARINGA,2,1,0,0,1,2019,March,Saturday,5:08 PM,60,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,No Control,,,1317446.42,1647428.48,1.32E+13
2019-2545-27/05/2021,2 Metropolitan,CROYDON,5008,CITY OF CHARLES STURT,2,0,0,0,0,2019,March,Saturday,5:35 PM,60,Cross Road,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,Traffic Signals,,,1325512.99,1673486.39,1.33E+13
2019-2546-27/05/2021,2 Metropolitan,HAY VALLEY,5252,DC MT.BARKER.                 ,2,0,0,0,0,2019,March,Saturday,2:55 PM,80,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1355563.42,1661195.14,1.36E+13
2019-2547-27/05/2021,2 Metropolitan,SEMAPHORE PARK,5019,CITY OF CHARLES STURT,2,1,0,1,0,2019,March,Saturday,7:18 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,3: SI,No Control,,,1317940.38,1679350.81,1.32E+13
2019-2548-27/05/2021,2 Metropolitan,WEST RICHMOND,5033,CITY OF WEST TORRENS,2,1,0,0,1,2019,March,Friday,5:57 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,No Control,,,1324152.34,1669466.07,1.32E+13
2019-2549-27/05/2021,2 Metropolitan,MAWSON LAKES,5095,CITY OF SALISBURY,3,0,0,0,0,2019,March,Saturday,7:17 PM,60,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1331021.22,1682869.6,1.33E+13
2019-2550-27/05/2021,2 Metropolitan,HAPPY VALLEY,5159,CITY OF ONKAPARINGA,2,1,0,0,1,2019,March,Saturday,8:20 PM,80,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Right Angle,1,Driver Rider,2: MI,Traffic Signals,,,1323043.84,1653631.42,1.32E+13
2019-2551-27/05/2021,2 Metropolitan,SALISBURY PLAIN,5109,CITY OF SALISBURY,2,0,0,0,0,2019,March,Saturday,8:30 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Side Swipe,2,Driver Rider,1: PDO,Traffic Signals,,,1335452.41,1688124.93,1.34E+13
2019-2552-27/05/2021,2 Metropolitan,PARAFIELD GARDENS,5107,CITY OF SALISBURY,3,1,0,0,1,2019,March,Saturday,8:28 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Pedestrian,2,Pedestrian,2: MI,No Control,,,1330871.85,1686410.64,1.33E+13
2019-2553-27/05/2021,2 Metropolitan,STIRLING,5152,THE ADELAIDE HILLS COUNCIL,2,1,0,0,1,2019,March,Saturday,3:00 PM,50,T-Junction,Straight road,Crest of Hill,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,No Control,,,1338250.63,1661694.67,1.34E+13
2019-2554-27/05/2021,2 Metropolitan,FLINDERS PARK,5025,CITY OF CHARLES STURT,2,0,0,0,0,2019,March,Saturday,9:15 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,Traffic Signals,,,1324133.87,1673170.2,1.32E+13
2019-2555-27/05/2021,3 Country,BURRUNGULE,5291,DISTRICT COUNCIL OF GRANT,1,0,0,0,0,2019,March,Saturday,7:55 PM,100,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Unsealed,Dry,Not Raining,Night,Roll Over,1,Driver Rider,1: PDO,No Control,,,1489022.25,1343114.79,1.49E+13
2019-2556-27/05/2021,2 Metropolitan,STIRLING,5152,THE ADELAIDE HILLS COUNCIL,2,0,0,0,0,2019,March,Saturday,3:42 PM,80,Cross Road,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Give Way Sign,,,1338291.67,1661352.9,1.34E+13
2019-2557-27/05/2021,3 Country,WHYALLA STUART,5608,CC WHYALLA.                   ,2,1,0,0,1,2019,March,Saturday,9:32 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Side Swipe,2,Driver Rider,2: MI,Give Way Sign,,,1235670.78,1881570.18,1.24E+13
2019-2558-27/05/2021,2 Metropolitan,PARALOWIE,5108,CITY OF SALISBURY,1,1,0,1,0,2019,March,Sunday,12:30 AM,50,Divided Road,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Night,Roll Over,1,Driver Rider,3: SI,No Control,Y,,1331173.05,1688907.59,1.33E+13
2019-2559-27/05/2021,2 Metropolitan,BALHANNAH,5242,THE ADELAIDE HILLS COUNCIL,2,0,0,0,0,2019,March,Saturday,11:45 PM,60,Not Divided,Straight road,Level,"Bridge, Culvert, Causeway",Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1348302.84,1662180.48,1.35E+13
2019-2560-27/05/2021,2 Metropolitan,OAKDEN,5086,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,March,Sunday,2:30 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,2: MI,No Control,Y,,1333306.4,1678260.29,1.33E+13
2019-2561-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,1,0,0,1,2019,March,Sunday,7:15 AM,50,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Parked Vehicle,2,Driver Rider,2: MI,No Control,Y,,1327307.19,1670810.94,1.33E+13
2019-2562-27/05/2021,2 Metropolitan,ELIZABETH PARK,5113,CITY OF PLAYFORD.,2,1,0,0,1,2019,March,Sunday,7:05 AM,80,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Right Turn,1,Driver Rider,2: MI,Traffic Signals,,,1335972.14,1693727.26,1.34E+13
2019-2563-27/05/2021,2 Metropolitan,BURTON,5110,CITY OF SALISBURY,2,0,0,0,0,2019,March,Sunday,9:15 AM,70,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,1: PDO,No Control,,,1329200.94,1691582.2,1.33E+13
2019-2564-27/05/2021,2 Metropolitan,ROSTREVOR,5073,CC CAMPBELLTOWN.              ,2,1,0,0,1,2019,March,Saturday,1:30 PM,60,T-Junction,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,Give Way Sign,,,1336888.95,1673904.67,1.34E+13
2019-2565-27/05/2021,2 Metropolitan,GEPPS CROSS,5094,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,March,Saturday,12:30 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1329145.87,1679288.82,1.33E+13
2019-2566-27/05/2021,1 City,NORTH ADELAIDE,5006,CITY OF ADELAIDE,2,0,0,0,0,2019,March,Tuesday,8:50 PM,50,Not Divided,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Wet,Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1328319.56,1672455.68,1.33E+13
2019-2567-27/05/2021,2 Metropolitan,SEAFORD MEADOWS,5169,CITY OF ONKAPARINGA,2,0,0,0,0,2019,March,Friday,8:40 AM,70,Not Divided,Straight road,Level,Median Opening (not at I/S),Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1316308.12,1643784.67,1.32E+13
2019-2568-27/05/2021,2 Metropolitan,MITCHELL PARK,5043,CC MARION.                    ,2,2,0,0,2,2019,March,Sunday,10:45 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,No Control,,,1324908.09,1660687.37,1.32E+13
2019-2569-27/05/2021,3 Country,BLANCHETOWN,5357,MID MURRAY DISTRICT COUNCIL,2,0,0,0,0,2019,March,Sunday,7:30 AM,110,Not Divided,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,Y,1417816.9,1729132.71,1.42E+13
2019-2570-27/05/2021,2 Metropolitan,GEPPS CROSS,5094,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,March,Sunday,12:53 AM,60,Multiple,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,2,Driver Rider,1: PDO,Traffic Signals,,,1328802.51,1679265.44,1.33E+13
2019-2571-27/05/2021,2 Metropolitan,MONTACUTE,5134,THE ADELAIDE HILLS COUNCIL,2,0,0,0,0,2019,March,Saturday,10:20 AM,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1340291.83,1674200.84,1.34E+13
2019-2572-27/05/2021,2 Metropolitan,HILLIER,5116,CT GAWLER.                    ,2,0,0,0,0,2019,March,Sunday,11:40 AM,80,T-Junction,Straight road,Level,Not Applicable,Unsealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1337768.63,1703809.37,1.34E+13
2019-2573-27/05/2021,2 Metropolitan,FULHAM,5024,CITY OF WEST TORRENS,2,0,0,0,0,2019,March,Sunday,12:20 PM,60,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Hit Pedestrian,1,Driver Rider,1: PDO,No Control,,,1321149.04,1670842.32,1.32E+13
2019-2574-27/05/2021,2 Metropolitan,SALISBURY EAST,5109,CITY OF SALISBURY,2,0,0,0,0,2019,March,Sunday,1:02 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1335178.61,1685915.46,1.34E+13
2019-2575-27/05/2021,2 Metropolitan,GEPPS CROSS,5094,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,March,Sunday,10:10 AM,70,Divided Road,Straight road,Level,Median Opening (not at I/S),Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,2: MI,No Control,,,1329500.82,1680356.12,1.33E+13
2019-2576-27/05/2021,2 Metropolitan,HARROGATE,5244,DC MT.BARKER.                 ,2,1,0,0,1,2019,March,Sunday,2:40 PM,100,Not Divided,"CURVED, VIEW OPEN",Slope,Not Applicable,Unsealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,2: MI,No Control,,,1367171.68,1660763.89,1.37E+13
2019-2577-27/05/2021,3 Country,WIRRINA COVE,5204,DC YANKALILLA.                ,2,0,0,0,0,2019,March,Sunday,2:00 PM,100,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1296851.29,1607627.01,1.30E+13
2019-2578-27/05/2021,2 Metropolitan,BEVERLEY,5009,CITY OF CHARLES STURT,2,1,0,0,1,2019,March,Sunday,3:43 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,2: MI,No Control,,,1324162.16,1674474.88,1.32E+13
2019-2579-27/05/2021,2 Metropolitan,SELLICKS HILL,5174,CITY OF ONKAPARINGA,2,0,0,0,0,2019,March,Sunday,4:30 PM,90,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1315586.47,1628372.94,1.32E+13
2019-2580-27/05/2021,2 Metropolitan,GAWLER,5118,CT GAWLER.                    ,2,0,0,0,0,2019,March,Sunday,4:40 PM,50,Cross Road,"CURVED, VIEW OBSCURED",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Roundabout,,,1343197.11,1706368.53,1.34E+13
2019-2581-27/05/2021,2 Metropolitan,ETHELTON,5015,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,March,Saturday,12:00 PM,60,Pedestrian Crossing,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1319164.44,1679578.54,1.32E+13
