REPORT_ID,Stats Area,Suburb,Postcode,LGA Name,Total Units,Total Cas,Total Fats,Total SI,Total MI,Year,Month,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Other Feat,Road Surface,Moisture Cond,Weather Cond,DayNight,Crash Type,Unit Resp,Entity Code,CSEF Severity,Traffic Ctrls,DUI Involved,Drugs Involved,ACCLOC_X,ACCLOC_Y,UNIQUE_LOC
2019-8493-27/05/2021,3 Country,TANTANOOLA,5280,WATTLE RANGE COUNCIL,3,0,0,0,0,2019,August,Monday,2:55 PM,100,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,Y,1479729.01,1358031.25,1.48E+13
2019-8494-27/05/2021,2 Metropolitan,NORTHFIELD,5085,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,August,Monday,3:00 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1330396.67,1678177.12,1.33E+13
2019-8495-27/05/2021,2 Metropolitan,FINDON,5023,CITY OF CHARLES STURT,4,0,0,0,0,2019,August,Monday,3:15 PM,60,Cross Road,"CURVED, VIEW OBSCURED",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,1,Driver Rider,1: PDO,Traffic Signals,,,1322391.64,1674259.27,1.32E+13
2019-8496-27/05/2021,2 Metropolitan,HAWTHORNDENE,5051,CC MITCHAM.                   ,2,0,0,0,0,2019,August,Monday,2:03 PM,50,Not Divided,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1330531.3,1659056.49,1.33E+13
2019-8497-27/05/2021,2 Metropolitan,FIRLE,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,0,0,0,0,2019,August,Monday,4:05 PM,60,Divided Road,Straight road,Level,Median Opening (not at I/S),Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1333819.37,1673078.9,1.33E+13
2019-8498-27/05/2021,1 City,NORTH ADELAIDE,5006,CITY OF ADELAIDE,2,0,0,0,0,2019,August,Monday,4:00 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,Traffic Signals,,,1329586.59,1672940.18,1.33E+13
2019-8499-27/05/2021,2 Metropolitan,MARINO,5049,CC MARION.                    ,1,0,0,0,0,2019,August,Monday,5:08 PM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Left Road - Out of Control,1,Driver Rider,1: PDO,No Control,,,1320032.63,1657380.63,1.32E+13
2019-8500-27/05/2021,2 Metropolitan,ELIZABETH DOWNS,5113,CITY OF PLAYFORD.,2,0,0,0,0,2019,August,Monday,4:25 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1338519.78,1695902.34,1.34E+13
2019-8501-27/05/2021,2 Metropolitan,PASADENA,5042,CC MITCHAM.                   ,2,0,0,0,0,2019,August,Monday,6:42 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Pedestrian,1,Driver Rider,1: PDO,Traffic Signals,,,1327304.21,1662221.6,1.33E+13
2019-8502-27/05/2021,2 Metropolitan,WALKERVILLE,5081,WALKERVILLE TOWN COUNCIL,2,0,0,0,0,2019,August,Monday,4:00 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,No Control,,,1330228.61,1673847.63,1.33E+13
2019-8503-27/05/2021,3 Country,WILLIAMSTOWN,5351,THE BAROSSA COUNCIL.,2,0,0,0,0,2019,August,Monday,9:30 PM,100,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1355956.52,1699906.17,1.36E+13
2019-8504-27/05/2021,2 Metropolitan,WILLUNGA SOUTH,5172,CITY OF ONKAPARINGA,2,1,0,1,0,2019,August,Monday,7:00 PM,100,Divided Road,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,2,Driver Rider,3: SI,No Control,,,1324705.09,1630696.52,1.32E+13
2019-8505-27/05/2021,3 Country,MOYHALL,5271,DC NARACOORTE & LUCINDALE.,2,1,0,1,0,2019,August,Monday,11:40 PM,100,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Unsealed,Wet,Raining,Night,Hit Fixed Object,1,Driver Rider,3: SI,No Control,,,1503533.43,1429314.82,1.50E+13
2019-8506-27/05/2021,3 Country,LOCHABER,5271,DC NARACOORTE & LUCINDALE.,2,1,0,1,0,2019,August,Monday,4:29 PM,110,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Head On,1,Driver Rider,3: SI,No Control,,,1503928.28,1458223.92,1.50E+13
2019-8507-27/05/2021,2 Metropolitan,GLENELG,5045,CITY OF HOLDFAST BAY,2,1,0,1,0,2019,August,Tuesday,6:30 AM,10,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Pedestrian,1,Driver Rider,3: SI,No Control,,,1320244.3,1664804.46,1.32E+13
2019-8508-27/05/2021,2 Metropolitan,EDEN HILLS,5050,CC MITCHAM.                   ,3,0,0,0,0,2019,August,Tuesday,7:50 AM,60,Divided Road,Straight road,Bottom of Hill,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1328019.09,1659392.47,1.33E+13
2019-8509-27/05/2021,2 Metropolitan,SALISBURY PLAIN,5109,CITY OF SALISBURY,3,0,0,0,0,2019,August,Tuesday,8:18 AM,80,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1334867.23,1687385.39,1.33E+13
2019-8510-27/05/2021,2 Metropolitan,SEMAPHORE PARK,5019,CITY OF CHARLES STURT,2,0,0,0,0,2019,August,Tuesday,8:30 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1317845.42,1678189.45,1.32E+13
2019-8511-27/05/2021,2 Metropolitan,PASADENA,5042,CC MITCHAM.                   ,2,1,0,0,1,2019,August,Tuesday,7:47 AM,60,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,2: MI,No Control,,,1327599.79,1662818.62,1.33E+13
2019-8512-27/05/2021,2 Metropolitan,KENT TOWN,5067,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2019,August,Tuesday,9:37 AM,60,Cross Road,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1329923.35,1671041.33,1.33E+13
2019-8513-27/05/2021,2 Metropolitan,WINDSOR GARDENS,5087,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,August,Monday,1:40 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1333888.73,1677714.37,1.33E+13
2019-8514-27/05/2021,2 Metropolitan,PARK HOLME,5043,CC MARION.                    ,2,0,0,0,0,2019,August,Tuesday,10:00 AM,60,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1324077.3,1663138.3,1.32E+13
2019-8515-27/05/2021,2 Metropolitan,PLYMPTON,5038,CITY OF WEST TORRENS,3,0,0,0,0,2019,August,Tuesday,9:05 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1324594.87,1666828.32,1.32E+13
2019-8516-27/05/2021,2 Metropolitan,OLD REYNELLA,5161,CITY OF ONKAPARINGA,2,1,0,0,1,2019,August,Tuesday,9:40 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,1,Driver Rider,2: MI,No Control,,,1321831.89,1651263.04,1.32E+13
2019-8517-27/05/2021,2 Metropolitan,THEBARTON,5031,CITY OF WEST TORRENS,2,0,0,0,0,2019,August,Tuesday,12:00 PM,60,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1326519.45,1672025.98,1.33E+13
2019-8518-27/05/2021,2 Metropolitan,MALVERN,5061,CITY OF UNLEY,2,0,0,0,0,2019,August,Tuesday,9:10 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1329429.14,1666465.97,1.33E+13
2019-8519-27/05/2021,2 Metropolitan,WOODVILLE PARK,5011,CITY OF CHARLES STURT,2,0,0,0,0,2019,August,Tuesday,12:50 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1324006.01,1675349.4,1.32E+13
2019-8520-27/05/2021,2 Metropolitan,PENFIELD GARDENS,5121,CITY OF PLAYFORD.,2,2,0,2,0,2019,August,Tuesday,1:45 PM,110,Freeway,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,2,Driver Rider,3: SI,No Control,,,1328720.06,1696927.27,1.33E+13
2019-8521-27/05/2021,2 Metropolitan,CAVAN,5094,CITY OF SALISBURY,2,1,0,0,1,2019,August,Tuesday,12:25 PM,70,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,2: MI,Traffic Signals,,,1328738.64,1681544.36,1.33E+13
2019-8522-27/05/2021,2 Metropolitan,ELIZABETH PARK,5113,CITY OF PLAYFORD.,2,0,0,0,0,2019,August,Tuesday,2:15 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Head On,2,Driver Rider,1: PDO,No Control,,,1337046.82,1694665.84,1.34E+13
2019-8523-27/05/2021,2 Metropolitan,ELIZABETH VALE,5112,CITY OF PLAYFORD.,2,1,0,0,1,2019,August,Friday,11:30 AM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Roundabout,,,1334450.22,1689811.49,1.33E+13
2019-8524-27/05/2021,3 Country,KADINA,5554,COPPER COAST DISTRICT COUNCIL,2,1,0,0,1,2019,August,Monday,8:30 AM,100,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,2: MI,Give Way Sign,,,1248953.9,1777461.31,1.25E+13
2019-8525-27/05/2021,2 Metropolitan,TUSMORE,5065,CITY OF BURNSIDE,2,1,0,0,1,2019,August,Tuesday,3:45 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,No Control,,,1332304.93,1669516.06,1.33E+13
2019-8526-27/05/2021,2 Metropolitan,MAGILL,5072,CC CAMPBELLTOWN.              ,2,0,0,0,0,2019,August,Tuesday,3:15 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1335453.59,1672954.9,1.34E+13
2019-8527-27/05/2021,2 Metropolitan,STURT,5047,CC MARION.                    ,2,1,0,0,1,2019,August,Tuesday,4:44 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1324420.13,1660669.19,1.32E+13
2019-8528-27/05/2021,2 Metropolitan,BOLIVAR,5110,CITY OF SALISBURY,3,2,0,0,2,2019,August,Tuesday,4:45 PM,80,Divided Road,Straight road,Level,Roadworks,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,2: MI,No Control,,,1328455,1688622.51,1.33E+13
2019-8529-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,August,Tuesday,8:40 AM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,Traffic Signals,,,1327977.06,1670816.13,1.33E+13
2019-8530-27/05/2021,3 Country,CALLANNA,5733,,2,1,0,1,0,2019,August,Tuesday,1:18 PM,100,Not Divided,Straight road,Level,Not Applicable,Unsealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,3: SI,No Control,,,1252021.45,2258084.69,1.25E+13
2019-8531-27/05/2021,2 Metropolitan,PLYMPTON,5038,CITY OF WEST TORRENS,2,0,0,0,0,2019,August,Tuesday,5:15 PM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1324982.96,1667225.62,1.32E+13
2019-8532-27/05/2021,3 Country,BLETCHLEY,5255,ALEXANDRINA COUNCIL,2,0,0,0,0,2019,August,Tuesday,6:30 AM,110,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Animal,2,Animal,1: PDO,No Control,,,1363931.44,1634145.2,1.36E+13
2019-8533-27/05/2021,2 Metropolitan,GLENELG SOUTH,5045,CITY OF HOLDFAST BAY,2,0,0,0,0,2019,August,Tuesday,4:20 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Roundabout,,,1320398.15,1664002.19,1.32E+13
2019-8534-27/05/2021,2 Metropolitan,WAYVILLE,5034,CITY OF UNLEY,3,1,0,0,1,2019,August,Tuesday,6:37 PM,60,Cross Road,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1326865.31,1668904.7,1.33E+13
2019-8535-27/05/2021,2 Metropolitan,GAWLER,5118,CT GAWLER.                    ,3,0,0,0,0,2019,August,Tuesday,7:10 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Right Angle,1,Driver Rider,1: PDO,Traffic Signals,,,1343262.87,1705915.87,1.34E+13
2019-8536-27/05/2021,3 Country,BOOKPURNONG,5333,LOXTON WAIKERIE DISTRICT COUNCIL,2,0,0,0,0,2019,August,Tuesday,7:00 PM,110,Not Divided,"CURVED, VIEW OPEN",Unknown,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1514710.98,1724544.11,1.51E+13
2019-8537-27/05/2021,2 Metropolitan,PARACOMBE,5132,THE ADELAIDE HILLS COUNCIL,2,0,0,0,0,2019,August,Tuesday,10:05 PM,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1342491.69,1679637.91,1.34E+13
2019-8538-27/05/2021,2 Metropolitan,YATTALUNGA,5114,CITY OF PLAYFORD.,2,2,0,2,0,2019,August,Wednesday,6:20 AM,80,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Head On,1,Driver Rider,3: SI,No Control,,,1345403.55,1695127.73,1.35E+13
2019-8539-27/05/2021,3 Country,OVERLAND CORNER,5330,THE BERRI BARMERA COUNCIL,2,2,0,1,1,2019,August,Tuesday,1:40 PM,110,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,3: SI,No Control,,,1491005.34,1750164.54,1.49E+13
2019-8540-27/05/2021,2 Metropolitan,MORPHETT VALE,5162,CITY OF ONKAPARINGA,2,0,0,0,0,2019,August,Tuesday,9:30 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Right Angle,2,Driver Rider,1: PDO,Roundabout,,,1321901.02,1651049.42,1.32E+13
2019-8541-27/05/2021,2 Metropolitan,SALISBURY SOUTH,5106,CITY OF SALISBURY,3,0,0,0,0,2019,August,Wednesday,7:59 AM,70,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1332421.09,1686065.52,1.33E+13
2019-8542-27/05/2021,2 Metropolitan,SALISBURY,5108,CITY OF SALISBURY,2,0,0,0,0,2019,August,Wednesday,8:30 AM,60,Multiple,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,Traffic Signals,,,1333632.48,1688660.75,1.33E+13
2019-8543-27/05/2021,2 Metropolitan,MILE END,5031,CITY OF WEST TORRENS,2,0,0,0,0,2019,August,Wednesday,8:40 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,2,Driver Rider,1: PDO,No Control,,,1326080.52,1670999.64,1.33E+13
2019-8544-27/05/2021,2 Metropolitan,WYNN VALE,5127,CITY OF TEA TREE GULLY,2,1,0,1,0,2019,August,Wednesday,8:55 AM,70,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Wet,Not Raining,Daylight,Right Angle,1,Driver Rider,3: SI,No Control,,,1336753.68,1684284.23,1.34E+13
2019-8545-27/05/2021,2 Metropolitan,MORPHETT VALE,5162,CITY OF ONKAPARINGA,4,1,0,0,1,2019,August,Wednesday,9:08 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,Give Way Sign,,,1320783.4,1649081.81,1.32E+13
2019-8546-27/05/2021,3 Country,MONTEITH,5254,RC MURRAY BRIDGE.             ,2,0,0,0,0,2019,August,Wednesday,9:15 AM,110,T-Junction,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Give Way Sign,,,1393901.39,1643643.46,1.39E+13
2019-8547-27/05/2021,2 Metropolitan,DRY CREEK,5094,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,August,Tuesday,6:40 PM,90,Interchange,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Side Swipe,1,Driver Rider,1: PDO,No Control,,,1324381.11,1681051.99,1.32E+13
2019-8548-27/05/2021,2 Metropolitan,PENNINGTON,5013,CITY OF CHARLES STURT,2,1,0,0,1,2019,August,Wednesday,10:20 AM,60,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,No Control,,,1322283.72,1678273.48,1.32E+13
2019-8549-27/05/2021,2 Metropolitan,WINGFIELD,5013,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,August,Wednesday,10:38 AM,50,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,No Control,,,1325618.16,1680211.47,1.33E+13
2019-8550-27/05/2021,2 Metropolitan,HOLDEN HILL,5088,CITY OF TEA TREE GULLY,2,0,0,0,0,2019,August,Wednesday,11:30 AM,60,Divided Road,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1335263.53,1679370,1.34E+13
2019-8551-27/05/2021,2 Metropolitan,HECTORVILLE,5073,CC CAMPBELLTOWN.              ,2,1,0,0,1,2019,August,Wednesday,9:40 AM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,No Control,,,1334282.53,1674010.45,1.33E+13
2019-8552-27/05/2021,2 Metropolitan,PLYMPTON,5038,CITY OF WEST TORRENS,2,1,0,0,1,2019,August,Wednesday,12:00 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,2: MI,Traffic Signals,,,1324215.94,1667044.83,1.32E+13
2019-8553-27/05/2021,2 Metropolitan,SALISBURY EAST,5109,CITY OF SALISBURY,2,0,0,0,0,2019,August,Tuesday,4:10 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,Traffic Signals,,,1336485.48,1687419.78,1.34E+13
2019-8554-27/05/2021,2 Metropolitan,KILKENNY,5009,CITY OF CHARLES STURT,2,2,0,0,2,2019,August,Wednesday,12:20 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,Stop Sign,,,1324550.61,1676338.68,1.32E+13
2019-8555-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,August,Tuesday,1:30 PM,50,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1327676.39,1670799.13,1.33E+13
2019-8556-27/05/2021,2 Metropolitan,FULLARTON,5063,CITY OF UNLEY,2,0,0,0,0,2019,August,Wednesday,9:20 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Wet,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1331752.41,1667349.43,1.33E+13
2019-8557-27/05/2021,2 Metropolitan,PORT ADELAIDE,5015,CITY OF PORT ADELAIDE ENFIELD,3,2,0,0,2,2019,August,Wednesday,12:55 PM,50,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Turn,2,Driver Rider,2: MI,No Control,,,1320335.13,1679901.84,1.32E+13
2019-8558-27/05/2021,3 Country,MOONTA,5558,COPPER COAST DISTRICT COUNCIL,2,1,0,0,1,2019,August,Wednesday,1:00 PM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1238770.53,1768078.89,1.24E+13
2019-8559-27/05/2021,3 Country,MOUNT JAGGED,5211,DC VICTOR HARBOR.             ,2,0,0,0,0,2019,August,Wednesday,2:00 PM,100,Not Divided,"CURVED, VIEW OBSCURED",Bottom of Hill,Not Applicable,Sealed,Wet,Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1330919.27,1611171.77,1.33E+13
2019-8560-27/05/2021,2 Metropolitan,PORT ADELAIDE,5015,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,August,Wednesday,2:18 PM,50,T-Junction,Straight road,Level,Driveway or Entrance,Sealed,Wet,Raining,Daylight,Right Angle,1,Driver Rider,2: MI,No Control,,,1320512.02,1679539.15,1.32E+13
2019-8561-27/05/2021,2 Metropolitan,ELIZABETH,5112,CITY OF PLAYFORD.,1,1,0,0,1,2019,August,Tuesday,1:55 PM,50,Divided Road,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,2: MI,No Control,,,1335490.78,1693712.7,1.34E+13
2019-8562-27/05/2021,2 Metropolitan,HAWTHORNDENE,5051,CC MITCHAM.                   ,2,0,0,0,0,2019,August,Wednesday,2:08 PM,50,T-Junction,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Wet,Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1330298.98,1660501.63,1.33E+13
2019-8563-27/05/2021,2 Metropolitan,HOPE VALLEY,5090,CITY OF TEA TREE GULLY,2,1,0,0,1,2019,August,Wednesday,3:05 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,Traffic Signals,,,1337389.22,1678140.96,1.34E+13
2019-8564-27/05/2021,2 Metropolitan,BRAHMA LODGE,5109,CITY OF SALISBURY,2,2,0,0,2,2019,August,Wednesday,3:40 PM,80,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1334683.47,1687186.46,1.33E+13
2019-8565-27/05/2021,2 Metropolitan,BURTON,5110,CITY OF SALISBURY,3,0,0,0,0,2019,August,Wednesday,3:12 PM,90,Divided Road,Straight road,Level,Not Applicable,Sealed,Wet,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1328076.23,1690261.31,1.33E+13
2019-8566-27/05/2021,2 Metropolitan,FELIXSTOW,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2019,August,Wednesday,7:24 AM,60,Pedestrian Crossing,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1332769.08,1674074.83,1.33E+13
2019-8567-27/05/2021,2 Metropolitan,MOUNT BARKER,5251,DC MT.BARKER.                 ,2,1,0,0,1,2019,August,Wednesday,4:10 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Wet,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1351046.53,1654767.75,1.35E+13
2019-8568-27/05/2021,2 Metropolitan,SEAFORD RISE,5169,CITY OF ONKAPARINGA,2,0,0,0,0,2019,August,Wednesday,3:50 PM,70,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,2,Driver Rider,1: PDO,Traffic Signals,,,1316386.82,1641371.18,1.32E+13
2019-8569-27/05/2021,2 Metropolitan,WINGFIELD,5013,CITY OF PORT ADELAIDE ENFIELD,2,2,0,0,2,2019,August,Wednesday,5:15 PM,90,Divided Road,Straight road,Level,Roadworks,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1326296.93,1681047.79,1.33E+13
2019-8570-27/05/2021,2 Metropolitan,SALISBURY NORTH,5108,CITY OF SALISBURY,2,1,0,0,1,2019,August,Wednesday,2:30 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Wet,Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1331955.74,1689399.38,1.33E+13
2019-8571-27/05/2021,2 Metropolitan,PAYNEHAM,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",3,0,0,0,0,2019,August,Wednesday,4:19 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,1: PDO,Traffic Signals,,,1332162.99,1673774.81,1.33E+13
2019-8572-27/05/2021,3 Country,STONE WELL,5352,LIGHT REGIONAL COUNCIL,2,1,0,0,1,2019,August,Wednesday,5:15 PM,80,Not Divided,Straight road,Level,Not Applicable,Sealed,Wet,Raining,Daylight,Hit Fixed Object,1,Driver Rider,2: MI,No Control,,,1361464.34,1716439.02,1.36E+13
2019-8573-27/05/2021,2 Metropolitan,ALDINGA,5173,CITY OF ONKAPARINGA,3,1,0,0,1,2019,August,Wednesday,4:30 PM,90,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,2: MI,No Control,,,1317329.69,1633976.25,1.32E+13
2019-8574-27/05/2021,2 Metropolitan,PAYNEHAM,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",3,0,0,0,0,2019,August,Wednesday,7:30 PM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,1,Driver Rider,1: PDO,No Control,,,1332053.89,1673653.18,1.33E+13
